geneid	chr	s1	s2
Contig55332_6047_6047	Contig55332	6047	6047
Contig55332_6092_6092	Contig55332	6092	6092
Contig55340_2599_2599	Contig55340	2599	2599
Contig55340_2608_2608	Contig55340	2608	2608
Contig55340_2620_2620	Contig55340	2620	2620
Contig55340_2651_2651	Contig55340	2651	2651
Contig55340_2668_2668	Contig55340	2668	2668
Contig55340_2689_2689	Contig55340	2689	2689
Contig55348_5247_5247	Contig55348	5247	5247
Contig55362_3092_3092	Contig55362	3092	3092
Contig55362_3095_3095	Contig55362	3095	3095
Contig55362_3099_3099	Contig55362	3099	3099
Contig55362_3110_3110	Contig55362	3110	3110
Contig55362_3122_3122	Contig55362	3122	3122
Contig55362_3134_3134	Contig55362	3134	3134
Contig55362_3766_3766	Contig55362	3766	3766
Contig55362_3790_3790	Contig55362	3790	3790
Contig55363_2877_2877	Contig55363	2877	2877
Contig55376_3810_3810	Contig55376	3810	3810
Contig55378_21653_21653	Contig55378	21653	21653
Contig55378_21657_21657	Contig55378	21657	21657
Contig55378_21662_21662	Contig55378	21662	21662
Contig55378_21687_21687	Contig55378	21687	21687
Contig55378_21705_21705	Contig55378	21705	21705
Contig55378_21712_21712	Contig55378	21712	21712
Contig55382_12150_12150	Contig55382	12150	12150
Contig55382_12767_12767	Contig55382	12767	12767
Contig55382_52_52	Contig55382	52	52
Contig55382_5831_5831	Contig55382	5831	5831
Contig55382_5867_5867	Contig55382	5867	5867
Contig55382_5894_5894	Contig55382	5894	5894
Contig55382_5898_5898	Contig55382	5898	5898
Contig55382_5901_5901	Contig55382	5901	5901
Contig55382_5910_5910	Contig55382	5910	5910
Contig55382_5915_5915	Contig55382	5915	5915
Contig55382_64_64	Contig55382	64	64
Contig55397_339_339	Contig55397	339	339
Contig55397_356_356	Contig55397	356	356
Contig55418_16498_16498	Contig55418	16498	16498
Contig55421_2860_2860	Contig55421	2860	2860
Contig55421_5637_5637	Contig55421	5637	5637
Contig55421_6716_6716	Contig55421	6716	6716
Contig55421_6981_6981	Contig55421	6981	6981
Contig55424_3210_3210	Contig55424	3210	3210
Contig55424_3227_3227	Contig55424	3227	3227
Contig55446_21555_21555	Contig55446	21555	21555
Contig55446_21572_21572	Contig55446	21572	21572
Contig55446_21577_21577	Contig55446	21577	21577
Contig55455_13869_13869	Contig55455	13869	13869
Contig55455_4424_4424	Contig55455	4424	4424
Contig55455_4527_4527	Contig55455	4527	4527
Contig55455_4892_4892	Contig55455	4892	4892
Contig55455_5129_5129	Contig55455	5129	5129
Contig55455_5145_5145	Contig55455	5145	5145
Contig55455_7176_7176	Contig55455	7176	7176
Contig55455_7189_7189	Contig55455	7189	7189
Contig55455_7306_7306	Contig55455	7306	7306
Contig55455_7375_7375	Contig55455	7375	7375
Contig55455_7456_7456	Contig55455	7456	7456
Contig55455_7552_7552	Contig55455	7552	7552
Contig55455_7602_7602	Contig55455	7602	7602
Contig55455_7669_7669	Contig55455	7669	7669
Contig55459_1612_1612	Contig55459	1612	1612
Contig55459_1615_1615	Contig55459	1615	1615
Contig55460_140_140	Contig55460	140	140
Contig55460_151_151	Contig55460	151	151
Contig55460_2650_2650	Contig55460	2650	2650
Contig55467_3166_3166	Contig55467	3166	3166
Contig55467_3175_3175	Contig55467	3175	3175
Contig55471_7248_7248	Contig55471	7248	7248
Contig55482_7727_7727	Contig55482	7727	7727
Contig55482_7732_7732	Contig55482	7732	7732
Contig55482_7739_7739	Contig55482	7739	7739
Contig55490_18588_18588	Contig55490	18588	18588
Contig55492_579_579	Contig55492	579	579
Contig55492_588_588	Contig55492	588	588
Contig55492_627_627	Contig55492	627	627
Contig5550_15_15	Contig5550	15	15
Contig5550_1589_1589	Contig5550	1589	1589
Contig5550_1635_1635	Contig5550	1635	1635
Contig5550_1640_1640	Contig5550	1640	1640
Contig5550_2127_2127	Contig5550	2127	2127
Contig5550_22_22	Contig5550	22	22
Contig5550_29_29	Contig5550	29	29
Contig5550_34_34	Contig5550	34	34
Contig5550_3596_3596	Contig5550	3596	3596
Contig5550_839_839	Contig5550	839	839
Contig5550_844_844	Contig5550	844	844
Contig55520_3940_3940	Contig55520	3940	3940
Contig55520_3957_3957	Contig55520	3957	3957
Contig55525_2540_2540	Contig55525	2540	2540
Contig55527_27_27	Contig55527	27	27
Contig55542_175_175	Contig55542	175	175
Contig55542_190_190	Contig55542	190	190
Contig55542_5048_5048	Contig55542	5048	5048
Contig55542_5054_5054	Contig55542	5054	5054
Contig5558_3555_3555	Contig5558	3555	3555
Contig55609_1276_1276	Contig55609	1276	1276
Contig55609_1286_1286	Contig55609	1286	1286
Contig55609_1298_1298	Contig55609	1298	1298
Contig55609_1306_1306	Contig55609	1306	1306
Contig55609_1314_1314	Contig55609	1314	1314
Contig55609_1333_1333	Contig55609	1333	1333
Contig55609_1473_1473	Contig55609	1473	1473
Contig55609_1482_1482	Contig55609	1482	1482
Contig55609_1495_1495	Contig55609	1495	1495
Contig55625_10458_10458	Contig55625	10458	10458
Contig55625_10609_10609	Contig55625	10609	10609
Contig55627_1746_1746	Contig55627	1746	1746
Contig55631_1342_1342	Contig55631	1342	1342
Contig55631_955_955	Contig55631	955	955
Contig55631_970_970	Contig55631	970	970
Contig55639_888_888	Contig55639	888	888
Contig55639_927_927	Contig55639	927	927
Contig55644_8245_8245	Contig55644	8245	8245
Contig55658_10327_10327	Contig55658	10327	10327
Contig55658_9982_9982	Contig55658	9982	9982
Contig55672_2833_2833	Contig55672	2833	2833
Contig55672_2835_2835	Contig55672	2835	2835
Contig55672_2852_2852	Contig55672	2852	2852
Contig55672_3506_3506	Contig55672	3506	3506
Contig55672_3543_3543	Contig55672	3543	3543
Contig55672_3556_3556	Contig55672	3556	3556
Contig55672_4973_4973	Contig55672	4973	4973
Contig55714_13429_13429	Contig55714	13429	13429
Contig55714_13437_13437	Contig55714	13437	13437
Contig55714_13447_13447	Contig55714	13447	13447
Contig55714_13456_13456	Contig55714	13456	13456
Contig55717_13388_13388	Contig55717	13388	13388
Contig55717_13399_13399	Contig55717	13399	13399
Contig55717_13406_13406	Contig55717	13406	13406
Contig55720_14054_14054	Contig55720	14054	14054
Contig55720_14058_14058	Contig55720	14058	14058
Contig55720_14069_14069	Contig55720	14069	14069
Contig55720_21321_21321	Contig55720	21321	21321
Contig55729_3380_3380	Contig55729	3380	3380
Contig55729_3840_3840	Contig55729	3840	3840
Contig5573_1275_1275	Contig5573	1275	1275
Contig5573_1281_1281	Contig5573	1281	1281
Contig5573_1296_1296	Contig5573	1296	1296
Contig557_31313_31313	Contig557	31313	31313
Contig557_31322_31322	Contig557	31322	31322
Contig5573_1369_1369	Contig5573	1369	1369
Contig5573_1380_1380	Contig5573	1380	1380
Contig5573_1386_1386	Contig5573	1386	1386
Contig5573_1408_1408	Contig5573	1408	1408
Contig5573_1431_1431	Contig5573	1431	1431
Contig5573_387_387	Contig5573	387	387
Contig5573_394_394	Contig5573	394	394
Contig55735_10281_10281	Contig55735	10281	10281
Contig55735_10290_10290	Contig55735	10290	10290
Contig55735_9547_9547	Contig55735	9547	9547
Contig55736_3803_3803	Contig55736	3803	3803
Contig55741_17960_17960	Contig55741	17960	17960
Contig55741_18000_18000	Contig55741	18000	18000
Contig55773_1613_1613	Contig55773	1613	1613
Contig55778_10183_10183	Contig55778	10183	10183
Contig55778_10208_10208	Contig55778	10208	10208
Contig55796_2723_2723	Contig55796	2723	2723
Contig55801_14908_14908	Contig55801	14908	14908
Contig55803_19210_19210	Contig55803	19210	19210
Contig55803_19212_19212	Contig55803	19212	19212
Contig55809_13421_13421	Contig55809	13421	13421
Contig55809_14626_14626	Contig55809	14626	14626
Contig55818_9621_9621	Contig55818	9621	9621
Contig55818_9717_9717	Contig55818	9717	9717
Contig55818_9756_9756	Contig55818	9756	9756
Contig55818_9871_9871	Contig55818	9871	9871
Contig55818_9884_9884	Contig55818	9884	9884
Contig55824_3984_3984	Contig55824	3984	3984
Contig55824_3988_3988	Contig55824	3988	3988
Contig55824_3990_3990	Contig55824	3990	3990
Contig55831_8471_8471	Contig55831	8471	8471
Contig55831_8477_8477	Contig55831	8477	8477
Contig55837_4109_4109	Contig55837	4109	4109
Contig55841_10554_10554	Contig55841	10554	10554
Contig55841_10560_10560	Contig55841	10560	10560
Contig55843_10980_10980	Contig55843	10980	10980
Contig55845_7677_7677	Contig55845	7677	7677
Contig55845_7685_7685	Contig55845	7685	7685
Contig55845_8072_8072	Contig55845	8072	8072
Contig55845_8096_8096	Contig55845	8096	8096
Contig55845_8131_8131	Contig55845	8131	8131
Contig55845_8145_8145	Contig55845	8145	8145
Contig55845_8156_8156	Contig55845	8156	8156
Contig55845_9883_9883	Contig55845	9883	9883
Contig55855_661_661	Contig55855	661	661
Contig55855_671_671	Contig55855	671	671
Contig55855_680_680	Contig55855	680	680
Contig55864_7086_7086	Contig55864	7086	7086
Contig55864_7100_7100	Contig55864	7100	7100
Contig55864_7106_7106	Contig55864	7106	7106
Contig55864_7119_7119	Contig55864	7119	7119
Contig55864_7157_7157	Contig55864	7157	7157
Contig5587_2886_2886	Contig5587	2886	2886
Contig5587_2962_2962	Contig5587	2962	2962
Contig5587_2967_2967	Contig5587	2967	2967
Contig5587_3205_3205	Contig5587	3205	3205
Contig55911_1002_1002	Contig55911	1002	1002
Contig55911_1027_1027	Contig55911	1027	1027
Contig55911_824_824	Contig55911	824	824
Contig55911_944_944	Contig55911	944	944
Contig55911_975_975	Contig55911	975	975
Contig5593_1171_1171	Contig5593	1171	1171
Contig55935_650_650	Contig55935	650	650
Contig55935_655_655	Contig55935	655	655
Contig55936_7298_7298	Contig55936	7298	7298
Contig55936_7362_7362	Contig55936	7362	7362
Contig55941_2982_2982	Contig55941	2982	2982
Contig55941_3011_3011	Contig55941	3011	3011
Contig55941_3015_3015	Contig55941	3015	3015
Contig55941_3022_3022	Contig55941	3022	3022
Contig55970_6428_6428	Contig55970	6428	6428
Contig56044_15222_15222	Contig56044	15222	15222
Contig56044_15230_15230	Contig56044	15230	15230
Contig56044_15233_15233	Contig56044	15233	15233
Contig56044_15264_15264	Contig56044	15264	15264
Contig56044_15281_15281	Contig56044	15281	15281
Contig56044_15329_15329	Contig56044	15329	15329
Contig56044_15332_15332	Contig56044	15332	15332
Contig56058_4868_4868	Contig56058	4868	4868
Contig56058_4889_4889	Contig56058	4889	4889
Contig56058_4891_4891	Contig56058	4891	4891
Contig56074_7916_7916	Contig56074	7916	7916
Contig56081_28455_28455	Contig56081	28455	28455
Contig56081_28507_28507	Contig56081	28507	28507
Contig56091_15139_15139	Contig56091	15139	15139
Contig56091_15204_15204	Contig56091	15204	15204
Contig56091_15217_15217	Contig56091	15217	15217
Contig56091_15228_15228	Contig56091	15228	15228
Contig56092_1553_1553	Contig56092	1553	1553
Contig56092_1649_1649	Contig56092	1649	1649
Contig56124_1157_1157	Contig56124	1157	1157
Contig56124_717_717	Contig56124	717	717
Contig56124_720_720	Contig56124	720	720
Contig56124_733_733	Contig56124	733	733
Contig56133_7683_7683	Contig56133	7683	7683
Contig56138_11168_11168	Contig56138	11168	11168
Contig56138_11264_11264	Contig56138	11264	11264
Contig56138_11277_11277	Contig56138	11277	11277
Contig56138_11286_11286	Contig56138	11286	11286
Contig56138_73_73	Contig56138	73	73
Contig56185_803_803	Contig56185	803	803
Contig56185_810_810	Contig56185	810	810
Contig56188_16309_16309	Contig56188	16309	16309
Contig56188_16314_16314	Contig56188	16314	16314
Contig56188_16331_16331	Contig56188	16331	16331
Contig56188_16368_16368	Contig56188	16368	16368
Contig56208_3043_3043	Contig56208	3043	3043
Contig56224_1514_1514	Contig56224	1514	1514
Contig56224_1550_1550	Contig56224	1550	1550
Contig56224_1558_1558	Contig56224	1558	1558
Contig56224_3549_3549	Contig56224	3549	3549
Contig56224_3580_3580	Contig56224	3580	3580
Contig56229_2470_2470	Contig56229	2470	2470
Contig56229_2535_2535	Contig56229	2535	2535
Contig56233_2461_2461	Contig56233	2461	2461
Contig56254_8224_8224	Contig56254	8224	8224
Contig56297_5351_5351	Contig56297	5351	5351
Contig56299_15612_15612	Contig56299	15612	15612
Contig56299_15676_15676	Contig56299	15676	15676
Contig56303_16416_16416	Contig56303	16416	16416
Contig56303_16498_16498	Contig56303	16498	16498
Contig56310_888_888	Contig56310	888	888
Contig56310_917_917	Contig56310	917	917
Contig56310_952_952	Contig56310	952	952
Contig56331_2148_2148	Contig56331	2148	2148
Contig56331_2157_2157	Contig56331	2157	2157
Contig56331_2159_2159	Contig56331	2159	2159
Contig56331_2163_2163	Contig56331	2163	2163
Contig56331_9742_9742	Contig56331	9742	9742
Contig56331_9770_9770	Contig56331	9770	9770
Contig56331_9790_9790	Contig56331	9790	9790
Contig56343_3709_3709	Contig56343	3709	3709
Contig56343_3733_3733	Contig56343	3733	3733
Contig56_38655_38655	Contig56	38655	38655
Contig56390_4232_4232	Contig56390	4232	4232
Contig56390_4237_4237	Contig56390	4237	4237
Contig56390_4277_4277	Contig56390	4277	4277
Contig56390_5840_5840	Contig56390	5840	5840
Contig56390_5878_5878	Contig56390	5878	5878
Contig56390_5925_5925	Contig56390	5925	5925
Contig56419_6063_6063	Contig56419	6063	6063
Contig56432_1348_1348	Contig56432	1348	1348
Contig56432_1360_1360	Contig56432	1360	1360
Contig56432_1380_1380	Contig56432	1380	1380
Contig56432_1398_1398	Contig56432	1398	1398
Contig56432_1405_1405	Contig56432	1405	1405
Contig56432_1416_1416	Contig56432	1416	1416
Contig56432_1423_1423	Contig56432	1423	1423
Contig56437_5931_5931	Contig56437	5931	5931
Contig56437_5945_5945	Contig56437	5945	5945
Contig56437_5958_5958	Contig56437	5958	5958
Contig56441_24529_24529	Contig56441	24529	24529
Contig56451_30704_30704	Contig56451	30704	30704
Contig56451_30717_30717	Contig56451	30717	30717
Contig56451_30725_30725	Contig56451	30725	30725
Contig56451_30750_30750	Contig56451	30750	30750
Contig56451_30753_30753	Contig56451	30753	30753
Contig56451_30766_30766	Contig56451	30766	30766
Contig56451_30771_30771	Contig56451	30771	30771
Contig56451_30796_30796	Contig56451	30796	30796
Contig56451_30818_30818	Contig56451	30818	30818
Contig56451_30839_30839	Contig56451	30839	30839
Contig56451_30843_30843	Contig56451	30843	30843
Contig56451_30897_30897	Contig56451	30897	30897
Contig56451_30908_30908	Contig56451	30908	30908
Contig56451_30922_30922	Contig56451	30922	30922
Contig56451_30926_30926	Contig56451	30926	30926
Contig56451_30929_30929	Contig56451	30929	30929
Contig56451_30936_30936	Contig56451	30936	30936
Contig56453_10295_10295	Contig56453	10295	10295
Contig56453_3680_3680	Contig56453	3680	3680
Contig56453_3695_3695	Contig56453	3695	3695
Contig56453_3803_3803	Contig56453	3803	3803
Contig56453_3807_3807	Contig56453	3807	3807
Contig56453_3838_3838	Contig56453	3838	3838
Contig56453_3846_3846	Contig56453	3846	3846
Contig56453_7338_7338	Contig56453	7338	7338
Contig56453_7526_7526	Contig56453	7526	7526
Contig56453_7660_7660	Contig56453	7660	7660
Contig56453_7672_7672	Contig56453	7672	7672
Contig56453_7735_7735	Contig56453	7735	7735
Contig56453_8130_8130	Contig56453	8130	8130
Contig56453_8384_8384	Contig56453	8384	8384
Contig56453_8398_8398	Contig56453	8398	8398
Contig56453_8408_8408	Contig56453	8408	8408
Contig56453_8421_8421	Contig56453	8421	8421
Contig56453_8462_8462	Contig56453	8462	8462
Contig56453_9251_9251	Contig56453	9251	9251
Contig56453_9272_9272	Contig56453	9272	9272
Contig56453_9287_9287	Contig56453	9287	9287
Contig56453_9296_9296	Contig56453	9296	9296
Contig56453_9341_9341	Contig56453	9341	9341
Contig56453_9368_9368	Contig56453	9368	9368
Contig56456_16874_16874	Contig56456	16874	16874
Contig56456_16897_16897	Contig56456	16897	16897
Contig56456_16913_16913	Contig56456	16913	16913
Contig56456_16939_16939	Contig56456	16939	16939
Contig56456_16958_16958	Contig56456	16958	16958
Contig56456_16963_16963	Contig56456	16963	16963
Contig56456_16969_16969	Contig56456	16969	16969
Contig56456_17011_17011	Contig56456	17011	17011
Contig56456_17380_17380	Contig56456	17380	17380
Contig56456_17383_17383	Contig56456	17383	17383
Contig56456_17476_17476	Contig56456	17476	17476
Contig56479_86_86	Contig56479	86	86
Contig5648_1269_1269	Contig5648	1269	1269
Contig5648_1285_1285	Contig5648	1285	1285
Contig5648_1290_1290	Contig5648	1290	1290
Contig5648_1527_1527	Contig5648	1527	1527
Contig5648_1531_1531	Contig5648	1531	1531
Contig5648_238_238	Contig5648	238	238
Contig5648_241_241	Contig5648	241	241
Contig565_20379_20379	Contig565	20379	20379
Contig565_20500_20500	Contig565	20500	20500
Contig565_20521_20521	Contig565	20521	20521
Contig565_20529_20529	Contig565	20529	20529
Contig565_20593_20593	Contig565	20593	20593
Contig565_20597_20597	Contig565	20597	20597
Contig565_20611_20611	Contig565	20611	20611
Contig565_20774_20774	Contig565	20774	20774
Contig565_20784_20784	Contig565	20784	20784
Contig565_21064_21064	Contig565	21064	21064
Contig565_21066_21066	Contig565	21066	21066
Contig565_21073_21073	Contig565	21073	21073
Contig565_21119_21119	Contig565	21119	21119
Contig565_21616_21616	Contig565	21616	21616
Contig565_21647_21647	Contig565	21647	21647
Contig565_21664_21664	Contig565	21664	21664
Contig565_21716_21716	Contig565	21716	21716
Contig56577_4421_4421	Contig56577	4421	4421
Contig56577_4445_4445	Contig56577	4445	4445
Contig56577_4460_4460	Contig56577	4460	4460
Contig56578_3126_3126	Contig56578	3126	3126
Contig56578_3241_3241	Contig56578	3241	3241
Contig56578_3339_3339	Contig56578	3339	3339
Contig56578_3615_3615	Contig56578	3615	3615
Contig56581_5655_5655	Contig56581	5655	5655
Contig56581_5747_5747	Contig56581	5747	5747
Contig56581_6751_6751	Contig56581	6751	6751
Contig56581_6771_6771	Contig56581	6771	6771
Contig56581_6777_6777	Contig56581	6777	6777
Contig56581_6803_6803	Contig56581	6803	6803
Contig56581_6848_6848	Contig56581	6848	6848
Contig56581_6856_6856	Contig56581	6856	6856
Contig56581_7084_7084	Contig56581	7084	7084
Contig56581_7088_7088	Contig56581	7088	7088
Contig56581_7338_7338	Contig56581	7338	7338
Contig56581_7348_7348	Contig56581	7348	7348
Contig56598_5697_5697	Contig56598	5697	5697
Contig56598_5730_5730	Contig56598	5730	5730
Contig56598_5733_5733	Contig56598	5733	5733
Contig56598_8647_8647	Contig56598	8647	8647
Contig56634_5012_5012	Contig56634	5012	5012
Contig56634_5019_5019	Contig56634	5019	5019
Contig56634_5022_5022	Contig56634	5022	5022
Contig56634_5632_5632	Contig56634	5632	5632
Contig56634_5866_5866	Contig56634	5866	5866
Contig56634_5871_5871	Contig56634	5871	5871
Contig56634_5923_5923	Contig56634	5923	5923
Contig56634_5935_5935	Contig56634	5935	5935
Contig56634_5952_5952	Contig56634	5952	5952
Contig56634_5981_5981	Contig56634	5981	5981
Contig56634_7002_7002	Contig56634	7002	7002
Contig5665_2054_2054	Contig5665	2054	2054
Contig5665_2058_2058	Contig5665	2058	2058
Contig56657_3311_3311	Contig56657	3311	3311
Contig5666_2802_2802	Contig5666	2802	2802
Contig5666_3255_3255	Contig5666	3255	3255
Contig5666_3265_3265	Contig5666	3265	3265
Contig5666_3273_3273	Contig5666	3273	3273
Contig5666_3285_3285	Contig5666	3285	3285
Contig5666_3295_3295	Contig5666	3295	3295
Contig5666_3354_3354	Contig5666	3354	3354
Contig5666_3363_3363	Contig5666	3363	3363
Contig5666_3375_3375	Contig5666	3375	3375
Contig5666_3378_3378	Contig5666	3378	3378
Contig5666_3387_3387	Contig5666	3387	3387
Contig56688_1518_1518	Contig56688	1518	1518
Contig56702_18803_18803	Contig56702	18803	18803
Contig56702_18807_18807	Contig56702	18807	18807
Contig56702_18811_18811	Contig56702	18811	18811
Contig56702_8307_8307	Contig56702	8307	8307
