contig	locus	id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig52107	4526	Contig52107_4526	18	3.493e-01	4.876e-01	4.483e-01	0.2768	4.141e-01	2.365e-01	1.143e+00	2.511e+00	2.629e-01	6.702e-01
Contig52107	5054	Contig52107_5054	18	2.770e-01	-1.519e-01	9.828e-01	0.8772	8.069e-01	2.328e-01	7.584e+00	1.342e+01	2.903e+00	1.120e+00
Contig52107	5130	Contig52107_5130	18	3.225e-01	2.233e-01	5.546e-01	0.6872	6.329e-01	2.659e-01	2.673e+00	7.489e+00	2.111e+00	8.042e-01
Contig52107	5197	Contig52107_5197	18	3.106e-01	4.721e-01	6.329e-01	0.4557	6.894e-01	2.716e-01	3.804e+00	8.196e+00	2.597e+00	8.732e-01
Contig52107	5212	Contig52107_5212	18	2.194e-01	-1.319e-01	6.612e-01	0.8419	6.023e-01	2.187e-01	3.326e+00	3.731e+00	2.407e+00	8.895e-01
Contig52107	5238	Contig52107_5238	18	2.967e-01	3.136e-01	5.399e-01	0.5613	4.928e-01	2.490e-01	1.913e+00	6.077e+00	1.766e+00	7.542e-01
Contig52107	5250	Contig52107_5250	18	2.145e-01	8.796e-01	7.776e-01	0.258	7.794e-01	1.790e-01	6.753e+00	8.154e+00	2.273e+00	1.043e+00
Contig52107	5259	Contig52107_5259	18	2.556e-01	-4.967e-01	6.167e-01	0.4205	7.008e-01	2.330e-01	3.597e+00	7.351e+00	2.976e+00	8.712e-01
Contig52107	5285	Contig52107_5285	18	4.052e-01	-3.931e-01	3.764e-01	0.2963	7.117e-01	2.617e-01	1.266e+00	4.633e+00	2.852e+00	5.810e-01
Contig52107	5300	Contig52107_5300	18	2.801e-01	1.106e+00	5.329e-01	0.03792	7.314e-01	2.442e-01	3.097e+00	7.471e+00	-2.161e-01	7.394e-01
Contig52107	5333	Contig52107_5333	18	2.164e-01	3.038e-01	1.106e+00	0.7836	7.136e-01	2.160e-01	8.566e+00	1.128e+01	2.595e+00	1.365e+00
Contig52107	5361	Contig52107_5361	18	3.262e-01	-2.520e-01	4.970e-01	0.6121	4.202e-01	2.289e-01	1.211e+00	2.090e+00	1.772e+00	7.099e-01
Contig52107	5369	Contig52107_5369	18	3.139e-01	8.278e-02	5.517e-01	0.8807	6.923e-01	2.571e-01	2.406e+00	4.747e+00	2.119e+00	7.886e-01
Contig52107	5400	Contig52107_5400	18	2.913e-01	-2.856e-01	4.575e-01	0.5324	6.937e-01	2.142e-01	1.826e+00	3.839e+00	1.751e+00	6.895e-01
Contig52107	5407	Contig52107_5407	18	3.679e-01	3.560e-01	4.192e-01	0.3957	2.995e-01	1.891e-01	7.210e-01	7.814e-01	1.147e+00	6.087e-01
Contig52107	5450	Contig52107_5450	18	3.728e-01	8.512e-02	4.681e-01	0.8557	5.789e-01	2.832e-01	1.310e+00	3.768e+00	1.950e+00	6.815e-01
Contig52109	16968	Contig52109_16968	18	2.877e-01	7.759e-01	1.738e+00	0.6553	3.925e-01	1.723e-01	1.518e+01	9.588e+00	2.368e+00	1.637e+00
Contig52109	16975	Contig52109_16975	18	2.284e-01	2.138e-01	1.293e+00	0.8687	7.760e-01	2.136e-01	1.451e+01	2.133e+01	3.672e+00	1.346e+00
Contig52109	17541	Contig52109_17541	18	3.006e-01	-4.098e-01	7.049e-01	0.561	7.852e-01	2.124e-01	6.707e+00	1.357e+01	3.239e+00	1.016e+00
Contig52112	63	Contig52112_63	18	3.340e-01	-4.669e+00	2.218e+00	0.03525	3.059e-01	1.644e-01	1.393e+01	8.737e+00	-1.722e+00	1.604e+00
Contig52148	9552	Contig52148_9552	18	2.180e-01	-4.683e-01	8.661e-01	0.5887	5.529e-01	1.922e-01	5.497e+00	7.031e+00	1.953e+00	1.114e+00
Contig52148	9802	Contig52148_9802	18	2.673e-01	-1.112e+00	1.111e+00	0.3169	7.009e-01	2.374e-01	8.364e+00	1.157e+01	4.998e+00	1.248e+00
Contig52148	9838	Contig52148_9838	18	3.235e-01	3.493e-01	9.399e-01	0.7102	5.219e-01	3.003e-01	3.160e+00	7.682e+00	3.422e+00	1.163e+00
Contig52148	9897	Contig52148_9897	18	2.163e-01	-1.000e+00	1.023e+00	0.3281	7.479e-01	1.840e-01	1.252e+01	1.731e+01	3.805e+00	1.388e+00
Contig52148	9948	Contig52148_9948	18	2.561e-01	-1.714e-01	1.038e+00	0.8689	5.657e-01	2.435e-01	7.807e+00	1.537e+01	3.930e+00	1.288e+00
Contig52148	10103	Contig52148_10103	18	2.987e-01	-1.015e+00	1.449e+00	0.4835	3.672e-01	1.652e-01	1.074e+01	7.613e+00	4.594e+00	1.499e+00
Contig52148	10115	Contig52148_10115	18	3.205e-01	-3.113e-01	7.292e-01	0.6695	6.730e-01	2.601e-01	2.922e+00	8.240e+00	4.223e+00	1.034e+00
Contig52148	10371	Contig52148_10371	18	3.264e-01	-4.269e-01	6.023e-01	0.4785	6.629e-01	2.899e-01	2.854e+00	8.056e+00	3.448e+00	9.159e-01
Contig52148	10438	Contig52148_10438	18	2.912e-01	7.519e-01	9.266e-01	0.4171	8.123e-01	2.199e-01	9.042e+00	1.654e+01	2.581e+00	1.209e+00
Contig52148	10468	Contig52148_10468	18	2.860e-01	-3.307e-01	7.079e-01	0.6404	7.542e-01	2.385e-01	4.457e+00	7.396e+00	3.496e+00	9.716e-01
Contig52148	10496	Contig52148_10496	18	2.951e-01	8.918e-02	6.949e-01	0.8979	5.316e-01	2.573e-01	3.391e+00	6.978e+00	3.532e+00	9.845e-01
Contig52148	10500	Contig52148_10500	18	2.327e-01	2.414e-02	9.278e-01	0.9792	6.658e-01	2.220e-01	8.936e+00	1.627e+01	3.430e+00	1.227e+00
Contig52148	10555	Contig52148_10555	18	3.347e-01	5.319e-01	9.136e-01	0.5604	5.466e-01	2.878e-01	3.334e+00	5.961e+00	2.883e+00	1.172e+00
Contig52148	10567	Contig52148_10567	18	4.082e-01	7.473e-01	5.396e-01	0.1661	7.002e-01	2.713e-01	1.161e+00	2.626e+00	1.643e+00	8.019e-01
Contig52148	10719	Contig52148_10719	18	2.838e-01	1.253e+00	1.227e+00	0.3073	7.356e-01	2.418e-01	6.459e+00	9.509e+00	3.283e+00	1.331e+00
Contig52148	11283	Contig52148_11283	18	3.064e-01	6.274e-01	7.497e-01	0.4027	4.235e-01	2.238e-01	2.520e+00	2.551e+00	2.480e+00	1.012e+00
Contig52148	11302	Contig52148_11302	18	2.763e-01	3.201e-01	7.697e-01	0.6775	7.416e-01	2.593e-01	7.634e+00	1.351e+01	2.217e+00	9.756e-01
Contig52148	11319	Contig52148_11319	18	2.960e-01	-5.648e-01	7.227e-01	0.4345	8.174e-01	2.013e-01	4.852e+00	1.200e+01	3.738e+00	1.026e+00
Contig52148	11323	Contig52148_11323	18	2.027e-01	-2.041e+00	1.981e+00	0.3028	8.741e-01	1.438e-01	1.829e+01	2.272e+01	5.315e+00	1.505e+00
Contig52148	11541	Contig52148_11541	18	3.174e-01	-3.123e-01	7.140e-01	0.6618	7.375e-01	2.463e-01	4.528e+00	1.044e+01	2.681e+00	9.796e-01
Contig52179	8810	Contig52179_8810	18	2.573e-01	1.313e+00	1.213e+00	0.2788	7.024e-01	2.754e-01	1.563e+01	2.057e+01	3.473e+00	1.377e+00
Contig52197	2667	Contig52197_2667	18	3.164e-01	7.790e-01	7.696e-01	0.3114	4.780e-01	2.569e-01	2.367e+00	3.579e+00	1.653e+00	9.547e-01
Contig52200	10996	Contig52200_10996	18	2.277e-01	-5.754e-01	9.592e-01	0.5485	7.101e-01	2.403e-01	7.782e+00	1.194e+01	3.602e+00	1.279e+00
Contig52200	11002	Contig52200_11002	18	2.706e-01	-3.478e-01	6.450e-01	0.5898	7.561e-01	2.190e-01	4.754e+00	9.700e+00	2.959e+00	9.371e-01
Contig52200	11021	Contig52200_11021	18	2.360e-01	-5.451e-01	1.546e+00	0.7244	7.574e-01	2.224e-01	1.622e+01	1.938e+01	5.233e+00	1.722e+00
Contig52203	6165	Contig52203_6165	18	2.820e-01	5.680e-01	8.853e-01	0.5212	7.988e-01	2.407e-01	5.050e+00	8.619e+00	2.860e+00	1.104e+00
Contig52203	10817	Contig52203_10817	18	2.796e-01	-6.861e-01	8.556e-01	0.4226	8.416e-01	1.567e-01	1.001e+01	1.546e+01	3.449e+00	1.143e+00
Contig52204	4523	Contig52204_4523	18	3.197e-01	-2.424e+00	1.434e+00	0.09101	3.514e-01	1.716e-01	9.482e+00	7.868e+00	4.383e+00	1.430e+00
Contig52204	4525	Contig52204_4525	18	3.023e-01	5.559e-01	8.567e-01	0.5164	7.278e-01	2.460e-01	5.579e+00	1.056e+01	3.226e+00	1.123e+00
Contig52204	4562	Contig52204_4562	18	2.055e-01	-2.146e+00	1.425e+00	0.1319	8.509e-01	1.734e-01	2.726e+01	2.995e+01	4.533e+00	1.526e+00
Contig52204	4826	Contig52204_4826	18	2.548e-01	-2.445e-01	9.064e-01	0.7874	5.067e-01	2.456e-01	4.318e+00	8.313e+00	2.578e+00	1.018e+00
Contig52226	2200	Contig52226_2200	18	3.045e-01	2.246e-01	1.109e+00	0.8395	7.724e-01	2.596e-01	8.335e+00	1.705e+01	2.868e+00	1.716e+00
Contig52227	3020	Contig52227_3020	18	2.795e-01	-5.310e-01	8.851e-01	0.5485	6.682e-01	2.541e-01	5.021e+00	7.218e+00	3.346e+00	1.096e+00
Contig52233	2381	Contig52233_2381	18	3.123e-01	-1.460e+00	1.218e+00	0.2304	3.555e-01	1.749e-01	7.962e+00	5.702e+00	8.211e-01	1.299e+00
Contig52250	2083	Contig52250_2083	18	2.617e-01	-7.335e-01	9.703e-01	0.4497	7.811e-01	2.076e-01	8.272e+00	1.423e+01	4.105e+00	1.306e+00
Contig52250	2094	Contig52250_2094	18	2.663e-01	-1.035e+00	1.126e+00	0.3578	5.311e-01	2.436e-01	7.696e+00	8.047e+00	3.503e+00	1.275e+00
Contig52250	2098	Contig52250_2098	18	1.999e-01	1.862e-01	1.056e+00	0.86	6.911e-01	2.126e-01	9.105e+00	1.203e+01	3.948e+00	1.367e+00
Contig52250	2145	Contig52250_2145	18	2.536e-01	2.567e-01	9.541e-01	0.7879	8.141e-01	2.096e-01	9.434e+00	1.576e+01	2.663e+00	1.175e+00
Contig52250	2202	Contig52250_2202	18	2.662e-01	6.964e-01	8.543e-01	0.415	6.932e-01	2.235e-01	5.015e+00	7.461e+00	9.169e-01	1.105e+00
Contig5227	8671	Contig5227_8671	18	3.298e-01	-3.626e-01	7.300e-01	0.6194	6.912e-01	2.441e-01	3.922e+00	7.923e+00	2.754e+00	9.719e-01
Contig5227	8676	Contig5227_8676	18	2.346e-01	-8.018e-01	1.828e+00	0.661	7.137e-01	2.200e-01	1.327e+01	1.647e+01	3.304e+00	1.411e+00
Contig5227	8690	Contig5227_8690	18	2.825e-01	-9.909e-01	9.519e-01	0.2979	4.756e-01	2.516e-01	4.743e+00	5.437e+00	3.655e+00	1.195e+00
Contig5227	8725	Contig5227_8725	18	3.084e-01	-3.616e-01	7.270e-01	0.6189	7.087e-01	2.516e-01	4.035e+00	9.630e+00	3.620e+00	9.719e-01
Contig5227	9656	Contig5227_9656	18	2.905e-01	1.088e+00	1.013e+00	0.2829	6.604e-01	2.768e-01	6.997e+00	1.323e+01	2.657e+00	1.177e+00
Contig5227	9665	Contig5227_9665	18	3.575e-01	3.425e-01	6.764e-01	0.6126	5.704e-01	2.958e-01	2.040e+00	3.931e+00	2.543e+00	9.381e-01
Contig5227	10504	Contig5227_10504	18	3.353e-01	4.411e-01	7.336e-01	0.5477	7.190e-01	2.661e-01	2.868e+00	6.375e+00	2.430e+00	9.121e-01
Contig5227	10565	Contig5227_10565	18	2.629e-01	1.053e-02	8.911e-01	0.9906	6.689e-01	2.475e-01	5.321e+00	7.815e+00	3.343e+00	1.200e+00
Contig5227	10602	Contig5227_10602	18	2.509e-01	-4.921e-01	7.899e-01	0.5333	6.119e-01	2.217e-01	4.054e+00	6.999e+00	3.060e+00	1.052e+00
Contig5227	10604	Contig5227_10604	18	2.811e-01	-1.101e+00	8.319e-01	0.1858	5.642e-01	2.717e-01	4.509e+00	7.209e+00	3.506e+00	1.177e+00
Contig5227	10954	Contig5227_10954	18	2.109e-01	6.653e-01	1.069e+00	0.5338	8.167e-01	1.360e-01	1.433e+01	1.780e+01	2.648e+00	1.287e+00
Contig5227	11012	Contig5227_11012	18	3.226e-01	3.574e-01	6.063e-01	0.5556	6.524e-01	2.779e-01	1.801e+00	4.256e+00	2.981e+00	8.586e-01
Contig52273	9080	Contig52273_9080	18	2.455e-01	4.020e-01	6.663e-01	0.5463	7.776e-01	2.302e-01	7.844e+00	1.499e+01	2.151e+00	9.772e-01
Contig52273	9607	Contig52273_9607	18	3.120e-01	-4.768e-02	6.885e-01	0.9448	6.323e-01	2.954e-01	3.601e+00	7.893e+00	1.946e+00	9.308e-01
Contig52274	1728	Contig52274_1728	18	2.454e-01	3.584e-01	1.204e+00	0.766	5.172e-01	2.423e-01	9.347e+00	9.288e+00	4.131e+00	1.430e+00
Contig52274	1740	Contig52274_1740	18	2.736e-01	3.409e-01	1.158e+00	0.7685	3.962e-01	1.943e-01	7.578e+00	7.350e+00	3.488e+00	1.312e+00
Contig52274	1758	Contig52274_1758	18	2.545e-01	-8.719e-02	1.176e+00	0.9409	7.455e-01	2.084e-01	8.607e+00	1.227e+01	3.785e+00	1.307e+00
Contig52274	1855	Contig52274_1855	18	3.164e-01	7.174e-02	6.788e-01	0.9158	7.543e-01	2.227e-01	3.450e+00	7.426e+00	3.448e+00	9.670e-01
Contig52274	1872	Contig52274_1872	18	2.769e-01	-8.954e-01	6.902e-01	0.1945	6.434e-01	2.791e-01	4.295e+00	8.412e+00	3.988e+00	9.730e-01
Contig52274	1885	Contig52274_1885	18	2.974e-01	4.049e-01	1.007e+00	0.6877	3.787e-01	1.819e-01	4.812e+00	3.970e+00	3.448e+00	1.166e+00
Contig52274	1971	Contig52274_1971	18	3.282e-01	-4.402e-01	7.923e-01	0.5785	2.855e-01	1.625e-01	3.278e+00	2.783e+00	1.912e+00	1.036e+00
Contig52274	2150	Contig52274_2150	18	3.369e-01	-1.228e+00	8.452e-01	0.1463	3.453e-01	1.942e-01	3.400e+00	3.390e+00	3.339e+00	1.061e+00
Contig52274	2152	Contig52274_2152	18	2.372e-01	4.037e-01	1.236e+00	0.7439	5.529e-01	2.300e-01	1.499e+01	1.933e+01	4.084e+00	1.468e+00
Contig52274	3340	Contig52274_3340	18	2.123e-01	1.391e+00	9.073e-01	0.1251	7.513e-01	1.875e-01	9.505e+00	1.393e+01	6.729e-01	1.075e+00
Contig52274	3353	Contig52274_3353	18	3.366e-01	7.342e-01	6.234e-01	0.2389	7.038e-01	2.361e-01	3.065e+00	6.025e+00	1.859e+00	8.679e-01
Contig52274	3360	Contig52274_3360	18	3.304e-01	4.349e-01	6.346e-01	0.4932	6.129e-01	2.991e-01	3.267e+00	7.880e+00	2.546e+00	8.883e-01
Contig52274	3503	Contig52274_3503	18	2.199e-01	3.186e-01	8.959e-01	0.7221	8.881e-01	1.153e-01	1.637e+01	2.098e+01	2.260e+00	1.262e+00
Contig52274	3512	Contig52274_3512	18	2.780e-01	1.246e-01	8.687e-01	0.8859	5.155e-01	2.554e-01	4.299e+00	5.806e+00	2.931e+00	1.129e+00
Contig52274	3519	Contig52274_3519	18	2.202e-01	9.242e-01	1.660e+00	0.5777	5.327e-01	2.036e-01	2.901e+01	2.771e+01	3.558e+00	1.707e+00
Contig52274	3548	Contig52274_3548	18	3.075e-01	-2.905e-01	6.862e-01	0.6721	7.144e-01	2.571e-01	3.967e+00	7.474e+00	4.659e+00	9.333e-01
Contig52274	3611	Contig52274_3611	18	2.356e-01	5.439e-01	1.196e+00	0.6493	7.370e-01	1.920e-01	1.116e+01	1.514e+01	2.934e+00	1.340e+00
Contig52324	8539	Contig52324_8539	18	2.272e-01	-2.111e+00	1.584e+00	0.1826	6.219e-01	2.566e-01	1.626e+01	2.118e+01	5.783e+00	1.546e+00
Contig52337	2567	Contig52337_2567	18	3.205e-01	-8.229e-01	8.283e-01	0.3205	3.269e-01	1.744e-01	2.489e+00	2.097e+00	2.708e+00	1.045e+00
Contig52337	4920	Contig52337_4920	18	3.275e-01	-6.511e-02	6.524e-01	0.9205	6.961e-01	2.608e-01	3.886e+00	7.518e+00	2.441e+00	9.602e-01
Contig523664	349	Contig523664_349	18	2.375e-01	1.301e-01	9.292e-01	0.8886	7.786e-01	2.297e-01	1.259e+01	1.880e+01	3.341e+00	1.239e+00
Contig5237	4291	Contig5237_4291	18	3.008e-01	1.880e-01	6.604e-01	0.7759	7.137e-01	2.479e-01	3.600e+00	6.219e+00	3.022e+00	8.799e-01
Contig5237	4329	Contig5237_4329	18	2.779e-01	-6.636e-01	1.252e+00	0.5962	5.006e-01	2.514e-01	1.205e+01	1.184e+01	5.030e+00	1.521e+00
Contig5237	4391	Contig5237_4391	18	2.267e-01	-5.850e-02	9.837e-01	0.9526	6.479e-01	2.326e-01	9.804e+00	1.433e+01	3.938e+00	1.222e+00
Contig5237	4393	Contig5237_4393	18	2.671e-01	-3.785e-01	1.171e+00	0.7466	7.272e-01	2.694e-01	6.991e+00	1.262e+01	4.047e+00	1.181e+00
Contig5237	4411	Contig5237_4411	18	3.079e-01	2.239e-02	1.092e+00	0.9836	5.071e-01	2.793e-01	6.552e+00	1.307e+01	3.801e+00	1.290e+00
Contig5237	4448	Contig5237_4448	18	3.225e-01	1.416e+00	9.308e-01	0.1283	3.525e-01	2.150e-01	3.983e+00	6.758e+00	1.494e+00	1.130e+00
Contig52371	2517	Contig52371_2517	18	2.724e-01	-3.449e-01	7.618e-01	0.6508	6.582e-01	2.561e-01	4.503e+00	7.894e+00	2.686e+00	1.042e+00
Contig52371	2544	Contig52371_2544	18	2.938e-01	-6.715e-02	6.575e-01	0.9187	6.824e-01	2.702e-01	2.922e+00	6.006e+00	3.030e+00	9.254e-01
Contig52371	2563	Contig52371_2563	18	2.408e-01	4.717e-01	5.972e-01	0.4296	7.379e-01	2.004e-01	3.412e+00	5.827e+00	2.765e+00	8.462e-01
Contig52371	2570	Contig52371_2570	18	3.205e-01	1.090e-01	4.465e-01	0.8072	7.560e-01	2.297e-01	2.507e+00	6.498e+00	2.299e+00	6.859e-01
Contig52371	2573	Contig52371_2573	18	3.160e-01	-1.085e-01	4.760e-01	0.8197	6.588e-01	2.575e-01	1.854e+00	3.627e+00	2.323e+00	6.705e-01
Contig52371	2575	Contig52371_2575	18	2.149e-01	5.116e-02	9.168e-01	0.9555	7.913e-01	1.847e-01	1.408e+01	1.654e+01	3.076e+00	1.303e+00
Contig52371	2588	Contig52371_2588	18	2.653e-01	1.933e-01	8.522e-01	0.8205	5.745e-01	2.793e-01	4.254e+00	6.794e+00	2.904e+00	1.064e+00
Contig52371	2598	Contig52371_2598	18	3.251e-01	6.636e-01	5.868e-01	0.2581	6.870e-01	2.478e-01	3.533e+00	9.011e+00	1.096e+00	8.384e-01
Contig52379	363	Contig52379_363	18	3.233e-01	6.317e-02	8.457e-01	0.9405	5.532e-01	3.009e-01	5.555e+00	1.184e+01	2.832e+00	1.095e+00
Contig52401	624	Contig52401_624	18	3.495e-01	-7.690e-01	7.161e-01	0.2829	6.099e-01	2.752e-01	2.477e+00	7.051e+00	3.341e+00	9.221e-01
Contig52401	639	Contig52401_639	18	2.696e-01	-7.394e-01	6.431e-01	0.2503	6.858e-01	2.599e-01	4.586e+00	1.017e+01	3.104e+00	9.621e-01
Contig52401	737	Contig52401_737	18	3.225e-01	8.954e-01	1.325e+00	0.4993	3.384e-01	1.749e-01	7.497e+00	6.503e+00	2.755e+00	1.409e+00
Contig52401	758	Contig52401_758	18	2.359e-01	-4.497e-01	9.733e-01	0.6441	6.135e-01	2.750e-01	8.009e+00	1.162e+01	3.275e+00	1.202e+00
Contig52401	1123	Contig52401_1123	18	2.346e-01	-1.080e+00	1.213e+00	0.3734	6.532e-01	2.410e-01	1.145e+01	1.695e+01	3.189e+00	1.410e+00
Contig52401	1537	Contig52401_1537	18	2.722e-01	3.829e-01	1.120e+00	0.7326	5.900e-01	2.632e-01	8.316e+00	1.571e+01	3.807e+00	1.366e+00
Contig52451	11002	Contig52451_11002	18	3.309e-01	2.144e-01	5.283e-01	0.6848	5.557e-01	2.892e-01	1.813e+00	3.391e+00	1.703e+00	7.456e-01
Contig52451	11017	Contig52451_11017	18	2.826e-01	3.848e-01	6.294e-01	0.5409	7.286e-01	2.253e-01	4.912e+00	9.335e+00	1.887e+00	8.926e-01
Contig52451	11242	Contig52451_11242	18	2.711e-01	-7.667e-01	9.272e-01	0.4083	7.083e-01	2.350e-01	6.399e+00	1.001e+01	4.613e+00	1.227e+00
Contig52451	11247	Contig52451_11247	18	3.357e-01	-9.990e-01	7.859e-01	0.2037	4.183e-01	2.727e-01	2.178e+00	2.747e+00	3.925e+00	1.050e+00
Contig52451	11521	Contig52451_11521	18	3.408e-01	-5.939e-01	5.939e-01	0.3173	6.843e-01	2.621e-01	3.315e+00	7.273e+00	2.247e+00	9.088e-01
Contig52451	11533	Contig52451_11533	18	2.792e-01	-1.088e+00	6.562e-01	0.09724	6.215e-01	2.725e-01	4.780e+00	1.174e+01	2.879e+00	9.674e-01
Contig52451	11623	Contig52451_11623	18	2.086e-01	9.795e-01	9.710e-01	0.3131	5.703e-01	1.982e-01	5.415e+00	6.340e+00	1.870e+00	1.140e+00
Contig52451	11637	Contig52451_11637	18	3.098e-01	2.500e-01	5.259e-01	0.6345	5.792e-01	2.418e-01	1.413e+00	1.835e+00	1.069e+00	7.354e-01
Contig52458	10776	Contig52458_10776	18	2.341e-01	-3.620e-01	9.763e-01	0.7108	6.479e-01	2.077e-01	7.106e+00	8.780e+00	2.895e+00	1.207e+00
Contig52471	4662	Contig52471_4662	18	2.977e-01	-3.167e-01	7.954e-01	0.6905	6.521e-01	2.774e-01	5.293e+00	8.907e+00	2.645e+00	1.023e+00
Contig52493	7648	Contig52493_7648	18	3.161e-01	1.355e-01	5.543e-01	0.8069	5.201e-01	2.436e-01	1.626e+00	2.499e+00	1.982e+00	7.774e-01
Contig52493	7676	Contig52493_7676	18	2.556e-01	5.896e-01	1.239e+00	0.634	5.697e-01	2.457e-01	7.486e+00	8.539e+00	3.849e+00	1.434e+00
Contig52498	9646	Contig52498_9646	18	2.195e-01	7.422e-01	1.481e+00	0.6163	7.897e-01	2.082e-01	1.547e+01	1.777e+01	4.749e+00	1.544e+00
Contig52515	16549	Contig52515_16549	18	3.161e-01	-4.052e-01	7.563e-01	0.5921	6.765e-01	2.486e-01	4.649e+00	1.058e+01	3.288e+00	1.018e+00
Contig52577	1076	Contig52577_1076	18	2.973e-01	3.945e-01	5.045e-01	0.4342	6.164e-01	2.600e-01	2.134e+00	4.308e+00	1.149e+00	7.380e-01
Contig52577	8346	Contig52577_8346	18	2.703e-01	1.025e+00	1.449e+00	0.4795	4.601e-01	2.126e-01	1.457e+01	1.872e+01	2.138e+00	1.491e+00
Contig52578	1678	Contig52578_1678	18	3.445e-01	6.395e-01	5.091e-01	0.2091	7.598e-01	2.461e-01	2.608e+00	4.903e+00	1.884e+00	7.786e-01
Contig52578	1690	Contig52578_1690	18	1.337e-01	4.934e+00	2.235e+00	0.02727	6.021e-01	9.553e-02	2.210e+01	1.312e+01	-2.397e+00	1.861e+00
Contig52578	1692	Contig52578_1692	18	1.721e-01	5.690e-01	1.148e+00	0.6201	7.214e-01	1.581e-01	1.363e+01	1.410e+01	2.010e+00	1.341e+00
Contig5258	5549	Contig5258_5549	18	2.934e-01	6.234e-01	8.575e-01	0.4672	5.860e-01	2.893e-01	6.147e+00	1.111e+01	2.489e+00	1.084e+00
Contig52580	6347	Contig52580_6347	18	3.119e-01	4.062e-01	8.388e-01	0.6282	3.911e-01	2.355e-01	3.793e+00	4.146e+00	2.982e+00	1.170e+00
Contig52580	6358	Contig52580_6358	18	3.131e-01	-2.703e-01	7.440e-01	0.7163	6.263e-01	2.647e-01	3.339e+00	8.943e+00	3.190e+00	9.559e-01
Contig526	5156	Contig526_5156	18	2.184e-01	1.290e+00	1.247e+00	0.3009	5.991e-01	2.433e-01	2.355e+01	2.424e+01	3.820e+00	1.749e+00
Contig526	5162	Contig526_5162	18	3.065e-01	1.101e+00	1.020e+00	0.2806	7.757e-01	2.333e-01	4.760e+00	7.655e+00	2.790e+00	1.193e+00
Contig52605	1462	Contig52605_1462	18	2.625e-01	1.886e+00	1.127e+00	0.09419	7.149e-01	2.374e-01	6.629e+00	1.404e+01	2.801e+00	1.245e+00
Contig52605	1536	Contig52605_1536	18	1.725e-01	3.846e+00	3.300e+00	0.2438	8.644e-01	4.560e-02	7.994e+01	3.295e+01	3.469e+00	2.256e+00
Contig52605	1545	Contig52605_1545	18	2.857e-01	-1.043e+00	1.341e+00	0.4368	4.124e-01	1.977e-01	8.674e+00	7.649e+00	4.290e+00	1.369e+00
Contig52605	1554	Contig52605_1554	18	2.487e-01	1.460e-01	9.990e-01	0.8838	6.461e-01	2.573e-01	8.612e+00	1.644e+01	3.756e+00	1.346e+00
Contig52605	1556	Contig52605_1556	18	2.690e-01	1.426e-01	8.657e-01	0.8692	7.120e-01	2.777e-01	8.441e+00	1.616e+01	3.325e+00	1.172e+00
Contig52605	1567	Contig52605_1567	18	2.340e-01	2.188e-01	1.006e+00	0.8278	6.628e-01	2.466e-01	7.440e+00	1.225e+01	3.436e+00	1.231e+00
Contig52605	1582	Contig52605_1582	18	2.339e-01	7.497e-01	1.045e+00	0.473	6.560e-01	2.841e-01	6.141e+00	8.059e+00	2.780e+00	1.144e+00
Contig52605	1605	Contig52605_1605	18	3.635e-01	6.431e-01	5.059e-01	0.2037	7.001e-01	2.719e-01	2.037e+00	5.614e+00	1.876e+00	7.591e-01
Contig52605	1711	Contig52605_1711	18	3.642e-01	-1.090e-01	7.833e-01	0.8893	7.232e-01	2.552e-01	2.603e+00	6.423e+00	3.083e+00	1.006e+00
Contig52605	1793	Contig52605_1793	18	2.178e-01	1.383e-01	1.436e+00	0.9233	7.982e-01	1.792e-01	2.473e+01	2.634e+01	3.502e+00	1.513e+00
Contig52605	1882	Contig52605_1882	18	2.899e-01	3.774e-01	1.318e+00	0.7746	4.015e-01	2.107e-01	8.121e+00	7.282e+00	3.689e+00	1.481e+00
Contig52612	1693	Contig52612_1693	18	3.850e-01	2.531e-01	6.148e-01	0.6806	5.379e-01	2.951e-01	1.993e+00	5.531e+00	1.721e+00	8.479e-01
Contig52612	2475	Contig52612_2475	18	2.616e-01	-3.644e-01	8.057e-01	0.651	5.989e-01	2.660e-01	4.956e+00	8.812e+00	3.334e+00	1.031e+00
Contig52612	2533	Contig52612_2533	18	1.895e-01	1.952e-01	1.048e+00	0.8523	7.373e-01	1.459e-01	1.013e+01	1.132e+01	2.552e+00	1.221e+00
Contig52612	2537	Contig52612_2537	18	2.243e-01	1.315e+00	1.071e+00	0.2195	5.302e-01	2.104e-01	5.685e+00	5.574e+00	1.652e+00	1.205e+00
Contig52612	2549	Contig52612_2549	18	1.781e-01	9.175e-02	1.007e+00	0.9274	6.760e-01	1.726e-01	6.163e+00	5.870e+00	1.069e+00	1.189e+00
Contig52612	2562	Contig52612_2562	18	3.570e-01	-4.543e-01	6.465e-01	0.4822	6.550e-01	2.777e-01	2.396e+00	5.706e+00	3.882e+00	9.286e-01
Contig52612	2568	Contig52612_2568	18	2.555e-01	-2.092e+00	1.268e+00	0.09888	5.099e-01	2.521e-01	1.050e+01	1.385e+01	4.811e+00	1.395e+00
