id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig7258_3991	18	3.446e-01	6.193e-01	4.898e-01	2.061e-01	5.869e-01	2.820e-01	1.813e+00	4.658e+00	2.326e+00	7.566e-01
Contig7258_4009	18	1.682e-01	1.385e+00	1.753e+00	4.296e-01	7.849e-01	7.517e-02	3.154e+01	2.561e+01	3.235e+00	1.676e+00
Contig72583_4721	18	2.504e-01	9.415e-01	7.133e-01	1.869e-01	7.857e-01	2.558e-01	8.310e+00	1.496e+01	1.946e+00	1.028e+00
Contig72583_4729	18	1.950e-01	3.916e+00	2.544e+00	1.237e-01	8.506e-01	8.292e-02	2.592e+01	2.364e+01	2.996e+00	1.600e+00
Contig72599_2303	18	2.897e-01	2.771e-01	7.399e-01	7.080e-01	5.039e-01	2.526e-01	4.069e+00	7.627e+00	1.579e+00	9.717e-01
Contig72599_2314	18	2.955e-01	-9.510e-01	6.320e-01	1.324e-01	6.850e-01	2.549e-01	4.365e+00	8.057e+00	2.584e+00	9.483e-01
Contig72599_5443	18	2.269e-01	-5.920e-03	2.523e+00	9.981e-01	8.344e-01	1.952e-01	3.158e+01	3.172e+01	-5.200e+00	2.052e+00
Contig7264_916	18	2.847e-01	-4.941e-01	5.078e-01	3.305e-01	7.284e-01	2.626e-01	2.928e+00	4.799e+00	3.092e+00	7.986e-01
Contig7264_922	18	2.435e-01	3.626e-02	5.059e-01	9.429e-01	6.905e-01	2.361e-01	3.681e+00	6.879e+00	1.958e+00	7.498e-01
Contig7264_932	18	3.590e-01	1.243e-02	3.698e-01	9.732e-01	6.844e-01	2.782e-01	9.718e-01	2.135e+00	2.362e+00	5.653e-01
Contig72649_1787	18	2.595e-01	-1.864e-01	4.744e-01	6.944e-01	8.118e-01	2.104e-01	5.201e+00	1.013e+01	3.734e-01	7.529e-01
Contig72720_1197	18	2.524e-01	-7.857e-02	1.345e+00	9.534e-01	6.251e-01	2.649e-01	9.429e+00	1.213e+01	4.136e+00	1.382e+00
Contig72720_1670	18	3.125e-01	4.286e-01	8.285e-01	6.049e-01	4.077e-01	2.279e-01	3.315e+00	4.205e+00	2.612e+00	1.032e+00
Contig72720_1687	18	3.023e-01	3.110e-02	9.180e-01	9.730e-01	6.559e-01	2.531e-01	8.007e+00	1.530e+01	2.858e+00	1.200e+00
Contig72720_1721	18	2.159e-01	4.186e-01	9.128e-01	6.466e-01	6.866e-01	1.875e-01	5.978e+00	9.173e+00	3.546e+00	1.223e+00
Contig72720_1798	18	3.026e-01	-1.752e-02	1.456e+00	9.904e-01	3.587e-01	1.773e-01	9.836e+00	6.842e+00	4.786e+00	1.422e+00
Contig72720_2283	18	3.584e-01	-8.393e-02	4.339e-01	8.466e-01	4.954e-01	2.428e-01	1.077e+00	1.504e+00	1.266e+00	6.291e-01
Contig72733_4469	18	2.743e-01	5.938e-01	9.907e-01	5.489e-01	6.814e-01	2.228e-01	8.408e+00	1.634e+01	2.094e+00	1.167e+00
Contig72733_6491	18	3.195e-01	4.371e-02	5.860e-01	9.405e-01	7.282e-01	2.552e-01	3.194e+00	7.533e+00	2.413e+00	8.688e-01
Contig72747_158	18	3.045e-01	9.767e-01	1.202e+00	4.165e-01	3.938e-01	1.969e-01	1.011e+01	9.208e+00	3.048e-01	1.326e+00
Contig72754_2622	18	2.839e-01	-5.775e-02	8.979e-01	9.487e-01	8.302e-01	1.986e-01	1.085e+01	1.683e+01	3.237e+00	1.180e+00
Contig72776_4585	18	2.378e-01	-5.296e-01	1.103e+00	6.312e-01	8.083e-01	1.882e-01	1.545e+01	2.080e+01	2.636e+00	1.358e+00
Contig72776_4651	18	2.469e-01	1.111e-01	8.930e-01	9.010e-01	5.807e-01	2.187e-01	5.394e+00	8.866e+00	3.044e+00	1.112e+00
Contig72776_4886	18	3.275e-01	-4.031e-01	6.494e-01	5.348e-01	7.506e-01	2.242e-01	3.370e+00	6.042e+00	3.287e+00	9.775e-01
Contig72776_4893	18	3.351e-01	2.103e-01	6.060e-01	7.286e-01	6.988e-01	2.572e-01	2.817e+00	5.180e+00	2.099e+00	8.472e-01
Contig72776_4905	18	2.725e-01	1.252e-01	8.729e-01	8.860e-01	7.290e-01	2.588e-01	4.610e+00	7.654e+00	2.974e+00	1.121e+00
Contig72776_4910	18	2.885e-01	6.486e-01	6.953e-01	3.509e-01	7.304e-01	2.586e-01	4.164e+00	9.353e+00	2.067e+00	9.373e-01
Contig72816_1334	18	3.227e-01	9.354e-01	5.988e-01	1.182e-01	7.503e-01	2.209e-01	3.858e+00	7.144e+00	-6.383e-01	8.444e-01
Contig72820_1544	18	2.546e-01	-6.636e-01	7.378e-01	3.685e-01	7.376e-01	2.426e-01	4.598e+00	7.253e+00	3.555e+00	1.047e+00
Contig72820_1551	18	3.085e-01	-5.354e-02	4.364e-01	9.023e-01	7.742e-01	2.299e-01	2.370e+00	4.880e+00	2.121e+00	6.659e-01
Contig72820_1567	18	2.390e-01	2.859e-01	7.615e-01	7.073e-01	8.234e-01	2.055e-01	7.525e+00	1.156e+01	2.490e+00	1.010e+00
Contig72820_1571	18	3.357e-01	-9.472e-02	5.776e-01	8.697e-01	6.280e-01	2.591e-01	1.876e+00	3.031e+00	2.252e+00	8.564e-01
Contig72836_1838	18	2.637e-01	3.698e-01	8.186e-01	6.514e-01	8.671e-01	1.284e-01	6.484e+00	1.098e+01	1.506e+00	1.091e+00
Contig72836_1859	18	1.469e-01	5.404e-01	1.127e+00	6.317e-01	6.152e-01	1.345e-01	8.917e+00	8.330e+00	8.611e-01	1.268e+00
Contig72896_4222	18	2.687e-01	-7.649e-01	1.238e+00	5.365e-01	7.036e-01	2.443e-01	1.575e+01	2.218e+01	3.952e+00	1.452e+00
Contig72899_1051	18	2.805e-01	4.674e-01	7.657e-01	5.416e-01	6.911e-01	2.607e-01	5.684e+00	1.040e+01	2.646e+00	1.063e+00
Contig72899_1112	18	2.495e-01	5.186e-01	1.403e+00	7.116e-01	6.133e-01	2.598e-01	1.611e+01	2.258e+01	4.341e+00	1.594e+00
Contig72899_1935	18	2.925e-01	1.235e+00	9.831e-01	2.092e-01	4.055e-01	1.900e-01	4.997e+00	4.502e+00	9.415e-01	1.152e+00
Contig72899_1946	18	3.083e-01	-3.879e-01	9.767e-01	6.913e-01	6.968e-01	2.697e-01	5.736e+00	1.050e+01	3.928e+00	1.291e+00
Contig72899_2354	18	3.166e-01	-3.115e-01	5.715e-01	5.857e-01	7.988e-01	2.198e-01	4.485e+00	7.517e+00	2.704e+00	8.396e-01
Contig72899_2362	18	2.894e-01	-8.743e-01	1.060e+00	4.096e-01	6.514e-01	2.688e-01	3.923e+00	7.933e+00	4.130e+00	1.227e+00
Contig72899_2394	18	2.346e-01	3.546e-01	9.549e-01	7.104e-01	6.758e-01	2.268e-01	7.168e+00	9.129e+00	3.239e+00	1.236e+00
Contig72899_2411	18	3.155e-01	-7.171e-01	1.131e+00	5.259e-01	3.306e-01	1.885e-01	6.394e+00	6.163e+00	3.866e+00	1.307e+00
Contig72906_13954	18	3.584e-01	-1.061e+00	7.292e-01	1.458e-01	7.159e-01	2.650e-01	3.502e+00	7.959e+00	3.490e+00	1.009e+00
Contig72906_13967	18	3.293e-01	8.788e-02	6.012e-01	8.838e-01	6.801e-01	2.766e-01	3.408e+00	8.831e+00	2.862e+00	8.719e-01
Contig72906_14217	18	2.759e-01	9.526e-01	7.580e-01	2.088e-01	7.443e-01	2.705e-01	7.927e+00	1.271e+01	5.484e-01	1.179e+00
Contig72906_14228	18	4.356e-01	9.142e-02	4.900e-01	8.520e-01	7.866e-01	2.211e-01	2.299e+00	5.704e+00	1.590e+00	7.321e-01
Contig72906_14359	18	3.328e-01	-2.082e-02	6.116e-01	9.728e-01	7.119e-01	2.565e-01	2.932e+00	7.355e+00	2.483e+00	8.530e-01
Contig72906_14414	18	3.533e-01	1.113e+00	6.549e-01	8.914e-02	5.004e-01	3.017e-01	2.787e+00	6.200e+00	1.694e+00	9.002e-01
Contig72906_14420	18	3.828e-01	-5.968e-01	4.718e-01	2.059e-01	7.295e-01	2.486e-01	2.135e+00	5.773e+00	2.366e+00	7.128e-01
Contig72939_1635	18	3.151e-01	-6.831e-01	1.344e+00	6.112e-01	4.171e-01	2.355e-01	8.970e+00	9.622e+00	-6.693e+00	1.894e+00
Contig72939_1638	18	4.120e-01	3.695e-01	3.864e-01	3.389e-01	7.400e-01	2.549e-01	1.305e+00	3.812e+00	-3.219e-01	6.077e-01
Contig72939_1641	18	3.114e-01	-1.354e-01	4.848e-01	7.801e-01	8.314e-01	1.888e-01	2.742e+00	4.165e+00	1.891e+00	7.645e-01
Contig72979_6699	18	2.481e-01	-1.317e-01	1.431e+00	9.267e-01	7.554e-01	1.977e-01	6.898e+00	9.120e+00	4.345e+00	1.372e+00
Contig72979_6712	18	3.025e-01	1.034e+00	8.886e-01	2.446e-01	6.138e-01	2.696e-01	4.145e+00	5.391e+00	2.259e+00	1.343e+00
Contig73_37702	18	3.268e-01	6.058e-02	6.710e-01	9.281e-01	4.352e-01	2.254e-01	2.081e+00	2.652e+00	7.847e-01	8.992e-01
Contig730_11465	18	2.909e-01	8.722e-02	1.208e+00	9.425e-01	8.030e-01	2.073e-01	7.524e+00	1.225e+01	3.471e+00	1.290e+00
Contig730_11482	18	2.785e-01	-1.540e+00	1.109e+00	1.649e-01	7.718e-01	2.174e-01	6.610e+00	1.209e+01	4.743e+00	1.238e+00
Contig730_11771	18	3.301e-01	-1.268e+00	1.223e+00	2.999e-01	2.766e-01	1.644e-01	5.556e+00	4.998e+00	4.604e+00	1.317e+00
Contig73034_3521	18	2.996e-01	-8.700e-01	8.926e-01	3.297e-01	4.347e-01	2.159e-01	4.620e+00	5.509e+00	4.012e+00	1.186e+00
Contig73034_3593	18	2.969e-01	9.930e-01	6.708e-01	1.388e-01	7.258e-01	2.420e-01	3.665e+00	7.226e+00	2.319e+00	9.089e-01
Contig73034_3599	18	2.170e-01	2.567e-01	1.026e+00	8.025e-01	7.851e-01	2.033e-01	1.335e+01	1.863e+01	2.552e+00	1.210e+00
Contig73034_3606	18	2.921e-01	-1.134e-01	7.439e-01	8.788e-01	6.136e-01	2.785e-01	4.922e+00	8.689e+00	3.862e+00	1.032e+00
Contig73034_3616	18	2.418e-01	3.491e-01	1.659e+00	8.333e-01	6.623e-01	2.695e-01	2.175e+01	2.410e+01	3.707e+00	1.845e+00
Contig73043_16215	18	3.107e-01	1.689e-01	9.898e-01	8.645e-01	4.727e-01	2.626e-01	4.212e+00	6.011e+00	3.492e+00	1.287e+00
Contig73070_17105	18	2.695e-01	1.072e+00	8.381e-01	2.010e-01	7.156e-01	2.429e-01	8.900e+00	1.825e+01	2.510e+00	1.151e+00
Contig73089_308	18	3.608e-01	1.604e-01	3.569e-01	6.531e-01	4.402e-01	2.463e-01	6.455e-01	1.117e+00	1.138e+00	5.363e-01
Contig73089_324	18	2.634e-01	7.046e-01	6.198e-01	2.556e-01	6.856e-01	2.359e-01	4.217e+00	7.143e+00	1.038e+00	8.690e-01
Contig731_18406	18	3.141e-01	1.044e+00	6.671e-01	1.176e-01	7.202e-01	2.544e-01	4.927e+00	9.555e+00	3.124e-01	9.155e-01
Contig731_18451	18	3.017e-01	1.976e-01	9.313e-01	8.320e-01	3.771e-01	1.837e-01	3.752e+00	3.313e+00	2.560e+00	1.092e+00
Contig731_18468	18	3.085e-01	2.955e-01	4.590e-01	5.197e-01	7.806e-01	2.191e-01	2.731e+00	3.802e+00	7.985e-01	6.863e-01
Contig73114_3927	18	2.894e-01	-1.183e+00	1.303e+00	3.637e-01	6.275e-01	3.099e-01	1.466e+01	1.881e+01	5.333e+00	1.776e+00
Contig73114_3935	18	2.908e-01	6.889e-01	1.050e+00	5.117e-01	6.862e-01	2.776e-01	7.721e+00	1.130e+01	3.014e+00	1.269e+00
Contig73174_1346	18	3.477e-01	4.959e-01	5.890e-01	3.998e-01	4.038e-01	2.318e-01	1.302e+00	1.365e+00	1.373e+00	7.996e-01
Contig73192_3880	18	2.165e-01	8.305e-01	1.284e+00	5.178e-01	6.543e-01	2.632e-01	1.303e+01	1.953e+01	2.728e+00	1.284e+00
Contig73192_3898	18	2.116e-01	2.258e-01	1.325e+00	8.647e-01	6.972e-01	2.261e-01	1.855e+01	2.078e+01	3.921e+00	1.481e+00
Contig73192_3900	18	2.907e-01	-8.416e-01	1.528e+00	5.818e-01	3.933e-01	1.791e-01	1.238e+01	1.088e+01	3.971e+00	1.626e+00
Contig73202_1108	18	2.275e-01	4.358e-01	1.024e+00	6.703e-01	5.945e-01	2.127e-01	6.251e+00	7.636e+00	3.212e+00	1.208e+00
Contig73213_5741	18	2.135e-01	-4.778e-01	1.094e+00	6.623e-01	7.381e-01	2.033e-01	1.036e+01	1.425e+01	3.868e+00	1.370e+00
Contig73213_5751	18	3.574e-01	-4.600e-01	4.267e-01	2.811e-01	6.439e-01	2.687e-01	1.084e+00	1.453e+00	1.689e+00	6.732e-01
Contig73213_5784	18	3.006e-01	1.839e-02	6.695e-01	9.781e-01	8.002e-01	2.087e-01	3.724e+00	7.763e+00	2.748e+00	8.938e-01
Contig73213_5792	18	2.185e-01	1.897e+00	8.528e-01	2.609e-02	8.397e-01	2.012e-01	9.478e+00	1.262e+01	1.149e+00	1.017e+00
Contig73213_5818	18	2.695e-01	5.958e-01	7.201e-01	4.081e-01	8.000e-01	1.978e-01	6.154e+00	9.575e+00	2.042e+00	9.913e-01
Contig73213_5824	18	3.101e-01	4.405e-02	5.951e-01	9.410e-01	7.888e-01	2.060e-01	3.466e+00	6.782e+00	1.945e+00	8.034e-01
Contig73256_1657	18	3.014e-01	-7.017e-01	8.367e-01	4.016e-01	6.094e-01	2.711e-01	5.462e+00	1.212e+01	3.034e+00	1.101e+00
Contig73311_5633	18	3.544e-01	-1.718e-01	4.360e-01	6.935e-01	7.889e-01	2.290e-01	3.018e+00	8.376e+00	1.602e+00	6.618e-01
Contig73331_3649	18	1.732e-01	3.951e-01	1.757e+00	8.221e-01	6.787e-01	1.655e-01	3.452e+01	3.574e+01	3.847e+00	1.986e+00
Contig73331_3658	18	3.189e-01	9.150e-01	9.319e-01	3.262e-01	6.192e-01	2.687e-01	5.059e+00	1.265e+01	2.744e+00	1.166e+00
Contig73349_1850	18	2.842e-01	3.931e-01	9.899e-01	6.912e-01	7.571e-01	2.267e-01	9.980e+00	1.636e+01	3.037e+00	1.412e+00
Contig73349_1855	18	2.170e-01	-7.691e-02	1.195e+00	9.487e-01	6.548e-01	1.995e-01	1.028e+01	1.286e+01	3.197e+00	1.285e+00
Contig73349_1866	18	2.831e-01	-1.126e-01	8.578e-01	8.955e-01	6.427e-01	2.686e-01	5.146e+00	1.062e+01	3.383e+00	1.061e+00
Contig7338_2070	18	2.208e-01	5.774e-01	7.719e-01	4.544e-01	8.717e-01	1.828e-01	1.610e+01	2.088e+01	1.610e+00	1.134e+00
Contig7338_2074	18	3.356e-01	1.577e+00	8.474e-01	6.276e-02	6.023e-01	2.782e-01	4.081e+00	8.838e+00	1.629e+00	1.004e+00
Contig7338_2084	18	2.472e-01	-1.141e+00	1.048e+00	2.763e-01	7.934e-01	2.161e-01	1.204e+01	1.800e+01	4.379e+00	1.323e+00
Contig73390_648	18	3.813e-01	-4.833e-03	5.506e-01	9.930e-01	7.332e-01	2.358e-01	2.288e+00	4.890e+00	1.520e+00	8.148e-01
Contig7341_1334	18	2.085e-01	3.229e+00	1.664e+00	5.235e-02	8.918e-01	8.234e-02	2.630e+01	2.557e+01	2.533e+00	1.651e+00
Contig7341_1349	18	3.225e-01	1.927e-01	8.667e-01	8.241e-01	3.159e-01	1.813e-01	3.285e+00	2.558e+00	2.736e+00	1.051e+00
Contig73431_15422	18	2.356e-01	1.708e+00	1.823e+00	3.487e-01	7.600e-01	2.007e-01	1.391e+01	2.112e+01	4.291e+00	1.827e+00
Contig73431_15429	18	3.282e-01	8.596e-02	6.177e-01	8.893e-01	6.891e-01	2.629e-01	2.779e+00	5.947e+00	3.057e+00	8.157e-01
Contig73461_8626	18	3.810e-01	-3.921e-01	5.103e-01	4.422e-01	6.640e-01	2.770e-01	2.056e+00	6.046e+00	2.842e+00	7.642e-01
Contig73461_8988	18	3.675e-01	-6.986e-01	6.348e-01	2.711e-01	7.223e-01	2.652e-01	3.155e+00	6.820e+00	3.158e+00	9.155e-01
Contig73461_9053	18	3.483e-01	2.419e-01	6.316e-01	7.017e-01	6.410e-01	2.729e-01	2.929e+00	6.638e+00	1.974e+00	8.656e-01
Contig73461_9093	18	4.055e-01	-1.241e-01	3.744e-01	7.403e-01	5.458e-01	3.062e-01	6.377e-01	1.780e+00	2.505e+00	5.635e-01
Contig73461_9098	18	2.395e-01	-4.212e-02	6.387e-01	9.474e-01	8.274e-01	1.901e-01	6.652e+00	1.262e+01	3.085e+00	9.300e-01
Contig73461_9103	18	3.264e-01	1.049e-01	6.804e-01	8.774e-01	7.397e-01	2.550e-01	4.537e+00	1.143e+01	2.718e+00	9.226e-01
Contig73461_9264	18	2.705e-01	3.887e-01	3.783e-01	3.043e-01	7.230e-01	2.389e-01	1.949e+00	6.292e+00	9.141e-01	5.651e-01
Contig73461_9275	18	2.671e-01	-5.066e-02	5.335e-01	9.243e-01	6.468e-01	2.203e-01	2.463e+00	4.917e+00	1.589e+00	7.725e-01
Contig73461_9386	18	2.799e-01	4.918e-01	8.217e-01	5.495e-01	6.604e-01	2.429e-01	5.365e+00	7.446e+00	1.028e+00	1.061e+00
Contig73469_2288	18	3.674e-01	-3.615e-03	5.878e-01	9.951e-01	7.195e-01	2.545e-01	2.009e+00	4.054e+00	2.362e+00	8.579e-01
Contig73469_2297	18	2.938e-01	-1.272e-02	8.507e-01	9.881e-01	7.758e-01	2.407e-01	7.717e+00	1.435e+01	3.597e+00	1.195e+00
Contig73469_2302	18	3.721e-01	-3.670e-01	6.461e-01	5.700e-01	7.028e-01	2.528e-01	2.271e+00	4.600e+00	3.307e+00	9.316e-01
Contig73469_2319	18	2.800e-01	-1.697e-01	9.109e-01	8.522e-01	4.344e-01	2.072e-01	5.398e+00	7.188e+00	2.736e+00	1.142e+00
Contig73520_4603	18	3.030e-01	8.634e-01	8.658e-01	3.186e-01	7.223e-01	2.752e-01	5.850e+00	1.126e+01	2.618e+00	1.129e+00
Contig7357_710	18	2.945e-01	2.567e-01	1.151e+00	8.235e-01	3.937e-01	1.955e-01	1.188e+01	1.176e+01	3.864e+00	1.433e+00
Contig7357_738	18	2.026e-01	5.115e-01	1.131e+00	6.510e-01	8.520e-01	1.717e-01	2.444e+01	2.513e+01	2.335e+00	1.416e+00
Contig7357_752	18	2.873e-01	2.850e-01	1.303e+00	8.269e-01	4.238e-01	2.107e-01	7.517e+00	7.287e+00	4.506e+00	1.578e+00
Contig7357_758	18	3.054e-01	-9.603e-01	7.482e-01	1.993e-01	6.817e-01	2.619e-01	4.403e+00	8.901e+00	4.266e+00	1.032e+00
Contig7357_770	18	2.383e-01	4.844e-01	9.194e-01	5.983e-01	8.620e-01	1.797e-01	1.993e+01	2.496e+01	2.776e+00	1.269e+00
Contig7357_793	18	2.687e-01	-7.313e-01	7.568e-01	3.339e-01	6.982e-01	2.837e-01	6.095e+00	1.155e+01	3.358e+00	1.036e+00
Contig7357_1014	18	1.210e-01	-5.690e+00	2.564e+00	2.646e-02	6.804e-01	7.253e-02	3.730e+01	2.147e+01	1.805e+00	1.821e+00
Contig7357_1049	18	4.054e-01	-8.891e-02	5.249e-01	8.655e-01	7.486e-01	2.432e-01	1.861e+00	4.430e+00	2.470e+00	8.071e-01
Contig7357_1077	18	2.253e-01	-4.057e-01	7.445e-01	5.858e-01	8.465e-01	1.563e-01	1.034e+01	1.468e+01	1.580e+00	1.040e+00
Contig7357_1098	18	2.604e-01	-6.213e+00	2.534e+00	1.419e-02	4.465e-01	1.732e-01	2.998e+01	1.895e+01	3.152e+00	1.907e+00
Contig7363_3319	18	4.381e-01	-3.033e-01	4.921e-01	5.376e-01	7.308e-01	2.593e-01	1.310e+00	2.442e+00	1.702e+00	6.740e-01
Contig73678_2661	18	2.675e-01	7.041e-01	7.869e-01	3.709e-01	7.675e-01	2.135e-01	5.665e+00	1.055e+01	2.215e+00	1.029e+00
Contig73678_3437	18	2.640e-01	1.027e-01	6.250e-01	8.694e-01	5.569e-01	2.081e-01	2.616e+00	3.677e+00	8.834e-01	8.643e-01
Contig73678_3446	18	2.988e-01	5.057e-01	7.041e-01	4.726e-01	7.722e-01	1.904e-01	4.131e+00	7.481e+00	1.115e+00	9.859e-01
Contig73678_3951	18	2.771e-01	1.271e+00	1.029e+00	2.168e-01	7.292e-01	2.637e-01	1.113e+01	1.804e+01	1.822e+00	1.215e+00
Contig73678_4072	18	2.333e-01	1.318e+00	1.004e+00	1.890e-01	7.992e-01	1.633e-01	8.312e+00	1.078e+01	1.185e+00	1.226e+00
Contig73678_4096	18	3.765e-01	-5.020e-02	4.655e-01	9.141e-01	7.198e-01	2.464e-01	1.748e+00	3.451e+00	1.437e+00	6.720e-01
Contig73678_4106	18	3.417e-01	3.164e-01	4.433e-01	4.753e-01	6.426e-01	2.580e-01	1.599e+00	3.161e+00	1.063e+00	6.206e-01
Contig73678_4114	18	4.493e-01	6.462e-01	2.711e-01	1.714e-02	6.747e-01	2.554e-01	4.219e-01	7.888e-01	-2.054e-01	4.092e-01
Contig73678_4122	18	4.061e-01	4.293e-01	3.268e-01	1.889e-01	6.908e-01	2.644e-01	6.877e-01	1.289e+00	1.100e+00	5.015e-01
Contig73767_1531	18	3.215e-01	-1.789e-01	6.108e-01	7.696e-01	4.418e-01	2.535e-01	1.945e+00	2.594e+00	2.540e+00	8.288e-01
Contig73824_6732	18	3.865e-01	-9.071e-02	4.066e-01	8.235e-01	7.720e-01	2.268e-01	2.479e+00	5.879e+00	1.370e+00	6.272e-01
Contig73841_3068	18	2.963e-01	4.901e-02	6.306e-01	9.380e-01	4.390e-01	2.107e-01	2.787e+00	3.387e+00	7.988e-01	8.705e-01
Contig73841_7430	18	3.557e-01	6.071e-01	6.064e-01	3.167e-01	6.690e-01	2.827e-01	3.408e+00	8.318e+00	1.769e+00	8.453e-01
Contig73841_7438	18	3.995e-01	3.650e-01	4.478e-01	4.150e-01	7.820e-01	2.108e-01	2.318e+00	5.118e+00	1.071e+00	6.783e-01
Contig73883_14983	18	2.472e-01	-3.151e-01	8.906e-01	7.235e-01	8.114e-01	1.938e-01	1.268e+01	2.092e+01	2.680e+00	1.224e+00
Contig73932_3778	18	3.471e-01	4.212e-01	6.269e-01	5.017e-01	6.949e-01	2.687e-01	1.491e+00	3.856e+00	2.296e+00	8.154e-01
Contig73948_2787	18	4.195e-01	-5.407e-03	3.153e-01	9.863e-01	7.772e-01	2.229e-01	8.408e-01	3.284e+00	1.357e+00	4.778e-01
Contig73948_2811	18	2.443e-01	-1.297e-01	7.077e-01	8.546e-01	7.528e-01	1.985e-01	6.168e+00	1.024e+01	2.178e+00	1.024e+00
Contig73948_2961	18	3.433e-01	-9.436e-01	7.385e-01	2.013e-01	6.656e-01	2.641e-01	3.790e+00	8.024e+00	3.452e+00	1.021e+00
Contig73975_52	18	2.859e-01	6.815e-01	1.487e+00	6.467e-01	3.949e-01	1.757e-01	1.225e+01	8.930e+00	1.836e+00	1.477e+00
Contig73975_64	18	3.305e-01	-1.769e-01	8.076e-01	8.266e-01	7.000e-01	2.582e-01	5.378e+00	1.299e+01	3.601e+00	1.127e+00
Contig73975_72	18	2.675e-01	-1.094e-01	8.583e-01	8.985e-01	7.118e-01	2.171e-01	6.162e+00	1.178e+01	3.554e+00	1.178e+00
Contig73984_1977	18	2.864e-01	-5.033e-01	8.358e-01	5.471e-01	4.146e-01	1.808e-01	3.870e+00	3.845e+00	1.217e+00	1.056e+00
Contig73984_1981	18	2.635e-01	6.056e-01	6.849e-01	3.766e-01	5.786e-01	2.205e-01	2.735e+00	3.325e+00	1.284e+00	9.024e-01
Contig740_5533	18	3.066e-01	3.869e-01	7.662e-01	6.136e-01	6.189e-01	2.837e-01	2.935e+00	5.560e+00	3.144e+00	1.007e+00
Contig740_5536	18	2.705e-01	-2.866e-01	8.701e-01	7.418e-01	7.367e-01	2.497e-01	7.081e+00	1.121e+01	4.062e+00	1.091e+00
Contig740_5558	18	3.170e-01	-2.289e-01	7.237e-01	7.518e-01	6.341e-01	2.964e-01	3.574e+00	8.317e+00	3.506e+00	1.069e+00
Contig74076_2727	18	2.944e-01	3.249e-01	8.478e-01	7.015e-01	6.302e-01	2.737e-01	5.523e+00	9.979e+00	3.528e+00	1.129e+00
Contig74113_2827	18	2.283e-01	1.804e+00	1.179e+00	1.260e-01	7.420e-01	2.381e-01	1.341e+01	1.739e+01	1.230e+00	1.322e+00
Contig74113_2840	18	3.473e-01	-8.118e-02	7.593e-01	9.149e-01	6.951e-01	2.721e-01	3.763e+00	9.082e+00	3.129e+00	1.021e+00
Contig74137_9759	18	3.011e-01	4.499e-01	1.053e+00	6.691e-01	6.852e-01	2.572e-01	5.872e+00	9.977e+00	4.199e+00	1.265e+00
Contig74137_9772	18	3.405e-01	2.841e-01	7.049e-01	6.869e-01	7.866e-01	2.222e-01	5.406e+00	1.054e+01	2.967e+00	1.004e+00
Contig74137_9777	18	2.226e-01	6.611e-01	1.198e+00	5.811e-01	6.789e-01	2.318e-01	1.446e+01	1.690e+01	4.464e+00	1.578e+00
Contig74146_5461	18	4.747e-01	6.702e-01	3.641e-01	6.567e-02	6.442e-01	2.652e-01	8.429e-01	3.361e+00	-9.285e-01	5.692e-01
Contig74146_5466	18	2.346e-01	3.681e-01	1.279e+00	7.735e-01	6.429e-01	2.305e-01	1.465e+01	2.162e+01	3.715e+00	1.571e+00
Contig74152_204	18	3.206e-01	-5.850e-01	1.102e+00	5.953e-01	3.324e-01	1.761e-01	7.030e+00	5.396e+00	3.461e+00	1.293e+00
Contig7418_952	18	3.711e-01	1.591e-01	6.138e-01	7.954e-01	7.804e-01	2.363e-01	3.061e+00	7.733e+00	1.905e+00	8.513e-01
Contig7418_3157	18	4.698e-01	2.601e-01	3.785e-01	4.920e-01	7.952e-01	2.130e-01	1.542e+00	6.445e+00	1.554e-01	5.757e-01
Contig7418_3164	18	3.395e-01	2.957e-01	7.135e-01	6.786e-01	6.323e-01	3.032e-01	3.976e+00	7.187e+00	2.266e+00	9.128e-01
Contig742_3586	18	4.475e-01	2.992e-02	5.319e-01	9.551e-01	7.267e-01	2.576e-01	1.494e+00	3.210e+00	1.495e+00	7.571e-01
Contig7422_6692	18	2.888e-01	-6.797e-01	7.496e-01	3.646e-01	5.468e-01	2.780e-01	5.276e+00	8.653e+00	2.313e+00	1.017e+00
Contig74228_1414	18	3.070e-01	-5.561e-01	6.733e-01	4.088e-01	7.321e-01	2.405e-01	4.188e+00	8.035e+00	2.647e+00	8.970e-01
Contig74228_1469	18	2.260e-01	3.454e-01	1.127e+00	7.592e-01	8.317e-01	1.754e-01	1.391e+01	1.969e+01	3.362e+00	1.299e+00
Contig74233_272	18	2.630e-01	1.233e+00	1.193e+00	3.014e-01	7.266e-01	2.637e-01	1.424e+01	2.016e+01	3.434e+00	1.468e+00
Contig74233_278	18	3.037e-01	9.304e-01	9.598e-01	3.324e-01	5.095e-01	2.917e-01	5.250e+00	1.047e+01	2.926e+00	1.109e+00
Contig744_24322	18	2.703e-01	-3.772e-01	8.992e-01	6.749e-01	7.534e-01	2.414e-01	1.080e+01	1.804e+01	2.837e+00	1.164e+00
Contig744_24332	18	2.155e-01	-1.269e-01	1.328e+00	9.239e-01	8.395e-01	1.588e-01	2.050e+01	2.367e+01	3.157e+00	1.412e+00
